Job_Id,Designation,Required Skills,Max Exp (in months),Max Exp (in months)
12723,Business Analyst--Contract to Hire with Fortune 10 Direct Client,(BUSINESS ANALYST over 1 year(s) OR BUSINESS SYSTEM ANALYST ) AND(SDLC ) AND (AGILE ) AND (REQUIREMENTS ),3 - 5 yrs,
12724,JAVA Developer Contract to hire,"JAVA Developer, MVC, Rest, Web Services",6 - 11 yrs,
12725,Software Quality Engineer,Telecommuting not available Travel not required,3 - 5 yrs,
12726,Java UI Developer,"Java UI Developer, REST, JSF, AngularJS, JavaScript, CSS, AJAX, SP, JSF, AngularJS, JQuery, CSS, JavaScript, JSON",2 - 4 yrs,
12727,Senior Java/J2EE Developer Contract to Hire MUST BE LOCAL to Minneapolis,"Java, Java Developer, JEE, Hibernate, JUnit, SQL",10 - 15 yrs,
12728,"Need ""UX Designer"" / Data Visualization Designer (Adobe)","Adobe CC, OmniGraffle, Sketch,HTML / CSS / JavaScript,Hype, Adobe Edge, Keynote",3 - 5 yrs,
12729,Network Engineer,Telecommuting not available Travel not required,6 - 11 yrs,
12730,Sr.BO Developer,"Sr.Business Objects Developer,Experience in Finance and Investment Banking is required, front, middle and back office processes at an investment bank.",3 - 5 yrs,
12731,Senior Developer/Architect Splunk and Angular JS,"Splunk, JSON / Jquery, AngularJS / NodeJS",3 - 8 yrs,
12732,ETL IDQ Senior Developer,"Informatica Data Quality, IDQ developer Meta data manager,Power center",6 - 11 yrs,
12733,Application Security Analyst,"OWASP top 10, java, C#, vulnerability assessments",10 - 15 yrs,
12734,Senior Cisco VOIP Engineer UCC,"Senior Cisco VOIP Engineer, UCC",3 - 5 yrs,
12735,Junior Creative Project Manager,3+ years of Project Management experience within a Creative Agency or within an internal creative group,8 - 10 yrs,
12736,IT Consultant Level IV,"WCF, Web API and Web service , Agile Development , .Net framework 4.0 or 4.5.2 and MVC 5.0+ , NUnit , OOP , Source Control",2 - 5 yrs,
12737,Oracle HCM Cloud Payroll Consultant,Oracle HCM,6 - 10 yrs,
12738,"Checkpoint Firewall Engineer Contract 3 Months Philadelphia, PA","Checkpoint, Checkpoint Firewall, Design, Implementation, Support, Palo Alto, CISCO, AWS",10 - 15 yrs,
12739,Front end/Reactjs/backbonejs developer with 10+ years,"Front end, reactjs, backbonejs",6 - 11 yrs,
12740,Security Architect,"Application security, Cloud security, virtualization security, Server security, OS security, Identity and access management, Network security, IT, IT security architecture principles,",4 - 8 yrs,
12741,UI/UX Graphic Designer,"UI/UX design of web and mobile applications,HTML5 and CSS3",10 - 15 yrs,
12742,Software Developer - Maps,"Android,C,C++,GIS,JAVA,PHP,Python,SQL,Web Application",3 - 5 yrs,
12743,Salesforce Technical Lead,"Salesforce Development, Leadership",6 - 11 yrs,
12744,RedPrairie Functional Analyst,RedPrairie,0 - 3 yrs,
12745,Sr. System Analyst,Sr. System Analyst,10 - 15 yrs,
12746,"Urgent Need -SFDC Technical Architect/developer in Burlington, MA (Fu","salesforce, apex",6 - 11 yrs,
12747,Consulting - Senior Associate - Internal Audit & Sox,Telecommuting not available Travel not required,6 - 11 yrs,
12748,Project Manager - IT Security / Risk and Compliance,"Project Manager, IT Security / Risk and Compliance, CISA, CISM, MCSE, CCNA, CCNP",6 - 11 yrs,
12749,Sr. Devops Build Automation Engineer with T/S Clearance Required,Required: Candidate must have existing Top Secret clearance. Must be willing to work in the Dallas TX for the duration of the project. No remote work.,4 - 5 yrs,
12750,Client Services Manager/vCIO,Telecommuting not available Travel not required,4 - 9 yrs,
12751,Senior Java Developer,"Java, Rest, Webservices, SQL, Spring, Javascript, HTML,",10 - 15 yrs,
12752,Sr. Product Manager,"SaaS, Strong analytical skills, financial data or financial industry",3 - 5 yrs,
12753,Sr Product Quality Surveillance,"Product Quality Surveillance ,PQC,GMP, QA, Electronic Data Management, Microsoft Office, Word, Excel, Power Point,",6 - 11 yrs,
12754,Sr. Java Developer Lead,"Java, UI, Maven, javascript, jquery, spring mvc, hibernate, tomcat",3 - 5 yrs,
12755,Oracle EBS Techno Functional Consultant,Oracle EBS,3 - 5 yrs,
12756,Business Analyst/ Systems Analyst - Direct Hire,Business Analyst,2 - 4 yrs,
12757,SQL Server DBA/DevOps Engineer,"SQL Server DBA, Dev Ops",3 - 5 yrs,
12758,Performance Engineer/Tester,"performance, testing, tuning, engineer, automated, scripts, data, analysis",6 - 11 yrs,
12759,Information Security Analyst,"security, information technology security, it security, network security, siem, cissp, cism, giac, cuny, new york city, government, higher education",10 - 15 yrs,
12760,Senior Inside Cisco Sales Specialist,"CIsco, inside sales, sales, SMARTnet",8 - 10 yrs,
12761,"Sr. Systems Admin and/or Dev Ops Engineer (Linux/Windows/OSX, Script, NW, Exciting Technology!)","Linux (primary), Windows Admin, O SX , Strong Scripting, DevOps (for 1), Nw Mgt., Container Tech, Some Cloud Experience, desktop support, Backup, DR, Wire/Wirelessss, NW",10 - 15 yrs,
12762,Data Management Analyst II,"SQL, Programming",3 - 5 yrs,
12763,Sr. Pogrammer,".net,C#,Cobol",2 - 6 yrs,
12764,Software Engineer for Front and Backend,"In-depth understanding of Python and JavaScript, Experience with MV frameworks like Backbone; AngularJS; Ember; Knockout or similar, Data visualization experience using De; SVG; Canvas; WebGL; Three.js; and/or other technologies, Highly skilled and well-versed in OOD; OOP; and TDD, Very strong SQL skills an dMySQL/Relational DB Experience, Expertise in Linux/Unix environments, Deep understanding in RESTful web services, Experience in architecting scalable enterprise solutions and delivering easy-to-use APIs, Experience implementing RESTful APIs; content distribution; and integrating with third-party services such as OAuth; social networks; LTI; Clever and others, Build front and backend components of an evolving real-time web application, Must have strong knowledge in computer sciences and software engineering fundamentals e.g. algorithm; data structure; and design patterns, Knowledge of browser capabilities; limitations; and site performance, Experience with modern front end tools such as NPM; Grunt; Bower; and/or Gulp, Experience with distributed source control system such as Git; Mercurial; and/or Perforce",0 - 4 yrs,
12765,OpenText Stream serve Consultant,"OpenText Stream, Stream Serve, Stream In, XMLIN, Stream out, XMLout, Docbroker, Java coding",3 - 5 yrs,
12766,Sr. Performance Test Engineer,"Dynatrace, Cloud Services , Java , JVM , Loadrunner , Jmeter",2 - 5 yrs,
12767,Senior Android Developer,senior android developer,10 - 15 yrs,
12768,Cloud Architect/Big Data Architect/Java Architect,"Infrastructure, Cloud, Java, Hadopp, Hive",10 - 15 yrs,
12769,Quality Assurance Analyst,Quality Assurance Analyst,6 - 11 yrs,
12770,IT Cyber Security Specialist,"Cylance, Outlook, Cybersecurity",6 - 10 yrs,
12771,Software Engineer (Robot Sensing and Vision),"LIDAR , RGB cameras, depth cameras and point clouds , OpenCV, Gazebo and/or Point Cloud Library (PCL) , Recognition and Estimation Algorithms , Data Collection and Machine Learning",10 - 15 yrs,
12772,SAP BOBJ Admin,SAP BOBJ Admin,6 - 11 yrs,
12773,"""F5 Network Engineer""","""F5 Technology Specialist"" OR ""F5 Certified BIP-IP Administrator"" OR ""Solution Expert Level Certification""",3 - 5 yrs,
12774,Senior Network Engineer,"VMware, vSphere, LAN, WAN, MPLS, f5, Firewall, Load Balancers",3 - 5 yrs,
12775,Consulting - Senior Associate - Internal Audit & Sox,Telecommuting not available Travel not required,3 - 5 yrs,
12776,100% Remote Technical Oracle EBS Retail Consultant,Oracle EBS Retail- technical,6 - 11 yrs,
12777,Java Enterprise Developer T/S Clearance Required,Required: Candidate must have existing Top Secret clearance. Must be willing to work in the Dallas TX or Dulles VA area for the duration of the project. No remote work.,7 - 10 yrs,
12778,SQL DBA II,SQL DBA Database Administrator,Not Mentioned,
12779,Software Engineer Full Stack Development,"Software Engineer, Node.js, jQuery, HTML5, web browsers, JavaScript, C++, Java, mobile platforms (iOS/Android), speech recognition technology, HTML/CSS",6 - 11 yrs,
12780,Systems Analyst,"Dynatrace AppMon (Dynatrace) , Dynatrace Synthetics , Dynatrace DCRUM , Java , .Net",6 - 11 yrs,
12781,Business Development Manager,Business Development Manager,6 - 11 yrs,
12782,Java Developer,Core Java software engineer sql,10 - 15 yrs,
12783,Flight Controls Engineer DO-178B,5+ years experience required,6 - 11 yrs,
12784,ADF Developer,"DF UI, task flows, ADF integration with web services, ADF BC4J, SQL , PLSQL , ADF Faces and task flows , ADF BC4J",2 - 6 yrs,
12785,Senior Mechanical Engineer 3D design,"Mechanical engineer, Laser Radar, Product Design",10 - 15 yrs,
12786,Web Tool Developer,Python and Perl,5 - 7 yrs,
12787,Scrum Master,(SCRUM MASTER over 2 year(s) OR PRODUCT OWNER over 2 year(s) OR AGILE COACH over 2 year(s) OR CSM over 2 year(s) ) AND(WATERFALL OR METHODOLOGY OR SDLC ) AND(AGILE ) AND (RALLY OR HEALTHCARE OR PMP O,10 - 15 yrs,
12788,System Analyst,"Cash Management , Banking Experience , ACH, Wires, Transfers, Payments, Checks, Positive Pay, Administrating, Reporting",6 - 11 yrs,
12789,OpenStack Consultant,Must be willing to work in the Dallas TX or Dulles VA area for the duration of the project. No remote work. Must be able to obtain & maintain a T/S Clearance.,6 - 11 yrs,
12790,MS SQL Server Developer/Administrator,"Performance Tuning, Disaster Recovery, Clustering, Database design, Stored Procedures",4 - 7 yrs,
12791,JavaScript Web Developers - (React.js Ember.js Flux Node.js),"Angular.JS; React.js Ember.js Flux Node.js, CSS, HTML",10 - 15 yrs,
12792,Project Manager (Level I),"MS Word, Excel and PowerPoint , SAS, Python, R programming languages , Big Data , MS Outlook , SharePoint",6 - 11 yrs,
12793,MDM Senior Developer,"IBM Infosphere Master Data Management, IBM Information Services (IIS) (e.g., Data Stage, Profile Stage, Quality Stage, Meta Data Management)",10 - 15 yrs,
12794,Media Analytics and/or Audience Research Analytics,Media Analytics,3 - 5 yrs,
12795,Sr. Account Specialist - Realist,"Account,Realist",3 - 6 yrs,
12796,UX/UI Designer - San Francisco,"UX, UI",3 - 5 yrs,
12797,Oracle EBS Financial Analyst,oracle ebs financial r12,10 - 15 yrs,
12798,Software Engineer,"Java, C, SQL, Oracle, J2EE, SAP, UNIX",6 - 11 yrs,
12799,EUC Analyst,"EUC, Technical support",6 - 11 yrs,
12800,DevOps,DevOps AWS Nagios monitoring Linux Jenkins build scripts,10 - 15 yrs,
12801,Cyber Security consultant,COMPTIA Security+ certified - defense in depth,3 - 6 yrs,
12802,Embedded c# Software Engineer,"Embedded c#, .net",3 - 5 yrs,
12803,Tibco 6.0 Trainer,"Tibco , Tibco 6.0 trainer",10 - 15 yrs,
12804,Consulting - Senior Associate - IT Audit,Telecommuting not available Travel not required,6 - 11 yrs,
12805,.NET Software Engineering Manager,"C#, ASP.NET, SQL",6 - 11 yrs,
12806,Mobile Software Engineer,"Android, iOS, Mobile",Not Mentioned,
12807,QA Test Analyst,System test,3 - 5 yrs,
12808,Social Media Analyst - contract,"social media, content review,",2 - 4 yrs,
12809,Desktop Support/ Helpdesk,"PC Tech/Desktop Support, SCCM,Exchange, Outlook, Windows 7,8, 10, MS Office, Email, PC's and Mobile devices",3 - 5 yrs,
12810,Security Analyst,"IT Security, Certification and Accreditation, FISMA, NIST SP 800-53, information assurance tools",3 - 5 yrs,
12811,Technology Solutions Management Consultant,Telecommuting not available Travel not required,3 - 5 yrs,
12812,MSC Network Engineer,"Network, Cisco",6 - 11 yrs,
12813,Business Analyst (Application development),"Business Analyst, Agile, Scrum, Extream and Dialouge",5 - 9 yrs,
12814,Sr. Software Engineer (Backend),"data structures, algorithms, distributed systems, java, C#, scala, jvm, riak, cassandra, dynamodb",3 - 5 yrs,
12815,SQL developer,SQL server developer SSIS SSAS ETL,2 - 5 yrs,
12816,Java Developer,"JSE 8 , J2EE 7 , JMS, Spring Integration, RESTful Services, WebSockets , JUnit , Mockito , Linux",10 - 15 yrs,
12817,UX Developer,"Design, Prototyping , Mock UX , HTML5, CSS, ASP.NET MVC, PHP, Typescript, AJAX, JSON, jQuery, JavaScript, Knockout, Angular Js, Bootstrap, Node. Js, Web API, C# , SPA , TDD/BDD , Jasmine, NUnit",3 - 5 yrs,
12818,Programmer,".NET, JAVA, IT, Symitar",3 - 5 yrs,
12819,Cyber Engineer with T/S Clearance Required,Required: Candidate must have existing Top Secret clearance. Must be willing to work in the Dallas TX for the duration of the project. No remote work.,3 - 7 yrs,
12820,Messaging Analyst,"Sip trunking, Provisioning, skype for business, bachelor's degree is required",3 - 8 yrs,
12821,Senior Network Engineer,"senior network engineer, mpls, ospf, bgp, cisco routing and switching, cisco switches, firewall",0 - 5 yrs,
12822,.Net Developer,".Net , Angular JS",10 - 15 yrs,
12823,Lead or Senior Network Engineer - F5,"network engineer, automation, scripting, DNS, F5, Cisco routers and switches, F5 APM, GTM and LTMs,",1 - 4 yrs,
12824,Mobile Tech Lead,Mobile Tech Lead,3 - 5 yrs,
12825,IT Systems Analyst / Command Center Analyst,(WINDOWS XP over 1 year(s) OR WINDOWS 7 ) AND(UNIX OR LINUX ) AND(INTERNET EXPLORER OR CHROME OR FIREFOX ) AND(HPPM OR HPOV OR SITESCOPE OR VANTAGE VIEW OR NEW RELIC OR DYNATRACE OR LUNA ),6 - 11 yrs,
12826,Consulting - Supervisor - RAS Security & Privacy,Telecommuting not available Travel not required,7 - 9 yrs,
12827,Business Development Manager,Business Development Manager,3 - 5 yrs,
12828,Dev Ops- 3684,"Python, Perl, shell, etc.",Not Mentioned,
12829,Electrical Engineer,"(designer OR ""electrical designer"" OR ""Altium Designer"" OR ""electrical engineer"") AND (Circuit OR PCB OR OR signals OR Amplifiers OR ""DC motors"" OR valves OR Schematic) AND (design OR designing)",6 - 11 yrs,
12830,Senior Software Engineer,"Java,Saas, SOA, OOP, Unix",2 - 5 yrs,
12831,Sr. Reporting Analyst,"Sr. Reporting Analyst, Tableau, Excel and other BI tools, requirements gathering, design, mock-ups, drafts, iterations and final delivery, Experience communicating with Senior Executives.",6 - 11 yrs,
12832,Technical Recruiter,"Technical Recruiter, ATS, Full life cycle recruiter, engineering, IT,",Not Mentioned,
12833,Java Full Stack Developer (Charlotte/ Salt Lake City),"Java/J2EE, Coldfusion, Spring, Javascript, CSS, PL/SQL",6 - 11 yrs,
12834,Sr. UI Developer,"HTML5, CSS3, CSS4, Riot.js, React.js,FLUX,D3 or FusionCharts",3 - 5 yrs,
12835,DevOps Engineer - VA -- Permanent,"ITIL RM /SCM Build and Release engineering SCM concepts Agile SVN (Subversion), ClearQuest, Jenkins, Maven, Nexus, GO, Oracle, Java, JBOSS, TIBCO, Informatica ,Sales Force, VM Ware",3 - 5 yrs,
12836,Consulting - Senior Associate - NAV Developer,Telecommuting not available Travel not required,3 - 8 yrs,
12837,Emerging Technology Consultant (Level 4),"Tableau, Sap HANA, ETL",Not Mentioned,
12838,Angular Designer/Architect,"ANGULAR Design, Architecture",3 - 8 yrs,
12839,SAP / Business Process Consultant,"Experience with SAP / Business Process, leadership, project management and interpersonal skills",1 - 4 yrs,
12840,Azure Active Directory Engineer,"Azure AD, Active Directory",6 - 11 yrs,
12841,SQL Server - DBA- POWERSHELL,"DBA, MS SQL, POWERSHELL, ETL, BACKUP, DATABASE ADMINISTRATOR",10 - 15 yrs,
12842,Node Js/Server side developer,"NodeJS, Java, API, AWS",10 - 15 yrs,
12843,FileNet P8 Consultant,"FileNet P8, FileNet Image Services, Hyland OnBase, AIX and Solaris, HP Exstream, WebSphere Application Server, IBM MQ and Apache Web Server",6 - 11 yrs,
12844,SOC Security Analyst -2nd Shift -4 day week,"soc, siem, soc analyst security operation center",6 - 11 yrs,
12845,SAP IS-Retail Architect,IS-Retail,6 - 11 yrs,
12846,IT Coordinator,Telecommuting not available Travel not required,0 - 3 yrs,
12847,Business Analyst,BUSINESS ANALYST,6 - 11 yrs,
12848,GIS Specialist,"ESRI ArcGIS Desktop, ArcGIS Server, ArcGIS Online, and ArcSDE running on Microsoft SQL Server; Ability to write, debug, and deploy Python scripts using ArcPy",6 - 11 yrs,
12849,Java Developer,(JAVA over 3 year(s) OR J2EE over 3 year(s) ) AND(SPRING OR SPRING FRAMEWORK OR JAVA EE OR JEE ) AND(HIBERNATE OR JPA ) AND(SQL ) AND (AGILE ) AND (XML OR JSON ) AND(SOAP OR REST ) AND(APACHE CXF OR,3 - 5 yrs,
12850,Enterprise Data Warehouse Architect,"MDM, SQL, ETL, EDW, Data Profiling, Oracle, Teradata, Data warehouse,",3 - 8 yrs,
12851,C# Full Stack Engineer,"C#, ASP.NET MVC, WebAPI, ORM",8 - 13 yrs,
12852,Business Analyst (Need CA locals),"enhancements, investigating and resolving issues",2 - 5 yrs,
12853,"Solutions, Architect/Lead Developer",Excellent written and oral communication skills.,6 - 11 yrs,
12854,Business Architect,business architect,3 - 5 yrs,
12855,Finance and Accounting Outsourcing (FAO) Manager,Telecommuting not available Travel not required,Not Mentioned,
12856,SAP Hana,SAP HANA,10 - 15 yrs,
12857,Datawarehouse BA OR ServiceNow BA,"MicroStrategy 10.x, Tableau, or similar BI platforms AND ServiceNow",2 - 6 yrs,
12858,Principal Engineer,"Clojure , Clojure development , Apache Storm , Linux/Unix or VxWorks platform programming",10 - 15 yrs,
12859,SQL DBA L3,SQL DBA L3,10 - 15 yrs,
12860,Sr Security Program Manager,"security, SDLC, security assessments, project manage",1 - 3 yrs,
12861,Application Developer Sr - AngualrJS,"Javascript, angularjs, agile, scrum, requirments, sprint, test driven, implementation",10 - 15 yrs,
12862,Senior Scala Developer (AP861),"Scala, Spark, debugging",2 - 7 yrs,
12863,Business/Data Analyst (Data Governance) - Fulltime,"Business/Data Analyst (Data Governance) - Washington, DC",6 - 11 yrs,
12864,Technical Consultant III-Network Engineer,Various technical skills listed on the job description,1 - 6 yrs,
12865,Software Developer,"Lexmark Imaging, Kofax Capture 9.x/10.x , Kofax Analytics , Microsoft .NET technology, implementing workflow process, linking documents, and security aspects",3 - 5 yrs,
12866,Performance Architect,"Automation Architect. Selenium, Java, Dev Ops, CI, BDD",Not Mentioned,
12867,BSA-Boston or NYC,"SQL Server, ASP.NET, VB.NET",Not Mentioned,
12868,.NET Programmer Analyst,"Angular, C#, ASP.NET, and HTML5",10 - 15 yrs,
12869,MySQL Developer,"""Mysql"" and ""product development""",3 - 5 yrs,
12870,Senior Software Engineer,"Agile Methodology , Apache Camel, Drools, REST, and Web-Services , Node.js, web services, CSS3, AJAX, JavaScript, HTML5, MVC and ExtJS , XML and XSLT technology , RDBMS, ORM, Web Services",3 - 5 yrs,
12871,Digital Product Manager,"digital experience, strategic/operations",10 - 15 yrs,
12872,Salesforce Technical Lead,"Salesforce Development, Leadership",3 - 5 yrs,
12873,Cloud Sr. Software Engineer,"OpenStack, Docker, KVM, Linux, ONOS , Agile , SOA, Web Services , Cloud IaaS , SaaS , Spring Framework, OSGi , Java, Python , Linux",5 - 10 yrs,
12874,Tibco Developer- Business Works,Tibco BW,10 - 15 yrs,
12875,Systems Engineer - Production Support and Control,"(""systems Engineer"" OR ""Systems admin"" OR ""Systems administrator"") AND (""Production Support"" OR ""Production Control"") AND Server",Not Mentioned,
12876,Java / Spring / Web Services/ MicroServices Lead / Architect Consultant with Fortune 10 Company,(RESTFUL over 2 year(s) ) AND (JAVA ) AND (SPRING ) AND (API ) AND (WEB SERVICES OR WEBSERVICES ) AND(NETFLIX OSS OR OPENSHIFT OR MESOS OR DOCKER OR JENKINS OR RABBITMQ OR MYSQL OR KAFKA OR GATLING ),15 - 18 yrs,
12877,"SAP FICO Solution Architect - Short term - Menlo Park, CA",FICO Solution Architect,3 - 5 yrs,
12878,Search Engine Marketing / PPC Manager,"Excel, HTML, Photoshop and SQL",2 - 4 yrs,
12879,"Sr. Developer, OM","Oracle developer , Order management , Design , Develop",6 - 11 yrs,
12880,.Net Developer,".Net, ASP.net, SQL, desire to learn Networking, desire to learn Microsoft Windows Server",3 - 5 yrs,
12881,Quality Assurance/SQL,"Testing, SQL, Business Intelligence, SDLC, test plans, test cases, troubleshoot, Quality Assurance",4 - 8 yrs,
12882,"Technical Program Manager, Java or C++, Distributed Systems","java, c++, program manager; java c++, program manager",6 - 11 yrs,
12883,Project Manager,"Cerner, Acute, Behavioral Health or BH, PM",3 - 5 yrs,
12884,Database/Systems Analyst,"SSRS, SQL, T-SQL, SSIS, analyst, clinical, pharmaceutical, etl",0 - 0 yrs,
12885,Consulting - Manager - Corporate Performance Management,Telecommuting not available Travel not required,Not Mentioned,
12886,Jira Administrator,3+ years experience in JIRA,3 - 8 yrs,
12887,Sr. Analytic Developer,"ETL , Data warehouse ,Code, Test",6 - 11 yrs,
12888,business data analyst,"data, tableau, qlikview, sas",3 - 5 yrs,
12889,REMOTE Principal Consultant/Architect Cloud Startup Database Comp,"Database, Cloud, distributed Computing, architect",1 - 3 yrs,
12890,Network Manager,"RIP, IGRP, EIGRP, OSPF, RMTP, BGP etc. and telecommunication connectivity including MPLS, Private Line, Metro Ethernet, Site-to-Site VPN and internet, WAN/MAN/LAN/Wi-Fi network design, configuration,",Not Mentioned,
12891,Oracle EBS Tester(Immediate Hire),"""oracle EBS""",10 - 15 yrs,
12892,Consulting - Senior Associate - Management Consulting,Telecommuting not available Travel not required,10 - 15 yrs,
12893,IT Cisco Network and System Administrator,"IT System Administrator, networking, wan, lan, cisco, windows server, windows desktop, VMware, Microsoft Office365, Active Directory, Group Policy,",Not Mentioned,
12894,Sr Project Manager PMP,PMP SDLC project implementation PMI,10 - 15 yrs,
12895,SAP FICO Analyst,SAP FICO BPC,10 - 15 yrs,
12896,Consulting - Senior Associate - Risk Advisory - IT Risk,Telecommuting not available Travel not required,10 - 15 yrs,
12897,"C++ Developer - Trading Firm (Infrastructure, GUI or Trading App)","c++ developer, c++ software engineer, trading firm,",1 - 4 yrs,
12898,Consulting - Manager - Risk Management,Telecommuting not available Travel not required,3 - 5 yrs,
12899,Kronos Consultant,"Kronos , WIM , TimeKeeper , Workforce",6 - 11 yrs,
12900,Technical Program Manager,"Developer, Development, Manager, Management, Program Manager, Project, Release",6 - 11 yrs,
12901,Systems Operations Engineer In-person interview,"bash scripting, init scripting - Git, Jenkins, Capistrano (CI/CD automated build/deploy pipelines) a big plus",6 - 11 yrs,
12902,EUC Analyst,"End-user computing, technical suport",6 - 11 yrs,
12903,Business Analyst (Application development),"Business Analyst, Agile, Scrum, Extream and Dialouge",1 - 4 yrs,
12904,Sr Program Manager - Federal,Program Manager Business Development Federal,5 - 8 yrs,
12905,UX Designer,"UX Designer, User experience",3 - 5 yrs,
12906,Network Engineer,"Audio engineering, Videoconferencing, Audioconferencing, Network management, Network, Computer-aided software engineering, Cisco Certifications, Cisco administration, Cisco, Firewall administration, Firewall, Switches, VPN administration, VPN, WAN management, WAN, WAN optimization, Network operations, NAT, Network+, Telecommunications management, Operations support systems, Monitoring, Network design, Systems analysis and design, System administration, LAN, Microsoft Windows, Server administration, Server architecture",3 - 5 yrs,
12907,Test Lead/Automation Engineer,"Test, engineer, AWS, cloud, automation, SQL, Unix/Linux, scripting, integration, API, JSON, Agile, Scrum, AngularJS, 508, AMP, JAWS, Jasmine",3 - -1 yrs,
12908,Java Developer / .NET,"Core Java, Java, .NET, C#, ASP.NET, J2EE, Oracle, SQL, SQL Queries, stored procedures, PL/SQL, UNIX",10 - 15 yrs,
12909,Systems Engineer,"Systems Engineer, Redhat, RHEL, RHCE, middleware, scrum,agile, aws, devopes",10 - 15 yrs,
12910,Salesforce.com Technical Leader,"Salesforce Development, Leadership",3 - 4 yrs,
12911,CC&B (Oracle Utilities Customer Care and Billing) Testing,"Oracle Utility Testers,CC&B,MDM",0 - 5 yrs,
12912,Senior Java Agile Software Engineer,"java agile software engineer, agile xp",2 - 7 yrs,
12913,Senior/Associate Staff Software Engineer,Java SaaS SOA Web Services Unix Design,3 - 5 yrs,
12914,Director of Software Development,"Manager, Director, Architect, Microsoft, .Net, angular, jquery, mvc, sql server, ms analytics platform, big data, developer, management, project, agile, scrum, web, saas, value-based, healthcare, hit",3 - 5 yrs,
12915,Appian Developer,"Appian, BPM, Sail development, Records and sites",6 - 11 yrs,
12916,IBM WebSphere Commerce Developer,IBM WebSphere Commerce Developer,1 - 4 yrs,
12917,Consulting - Senior Associate - Management Consulting,Telecommuting not available Travel not required,6 - 11 yrs,
12918,"W2 Contract ETL developer for San Francisco, CA","ETL , SOA",3 - 5 yrs,
12919,REMOTE Principal Consultant/Architect Cloud Startup Database Comp,"Database, Cloud, distributed Computing, architect",0 - 3 yrs,
12920,Telecommunications Technician,"SCADA, 4-wire data circuit, T-1, T1 transmission test set, PRI testing, IFR Radio Test",10 - 15 yrs,
12921,SAP BOBJ Admin,SAP BOBJ Admin,7 - 10 yrs,
12922,Principle Full Stack Instructors,"full stack development, instructional design, training",10 - 15 yrs,
12923,"Sr Azure Developer _ Maplewood, MN","Senior Axure Developer, Prototype",1 - 6 yrs,
12924,Developer for security projects,"Oracle,Java L1, Oracle EBS,Java,PL/SQL,Unix,Linux,Perl, Linux ,Shell, Python",Not Mentioned,
12925,Consulting - Supervisor - IT Audit,Telecommuting not available Travel not required,6 - 11 yrs,
12926,Senior Software Developer,"ASP.NET, C#, Oracle, PL/SQL, Webservices, 10g, SDLC",3 - 5 yrs,
12927,Sr. Object Oriented Programmer Analyst - DALLAS,"(SENCHA EXTJS ) (ORACLE (JAVA ) (""WEB SERVICES"" SOA) (HTML5) (JAVASCRIPT",Not Mentioned,
12928,IT Engineer,"Windows, Linux, MacOS, network appliances, firewalls, Chef, Puppet",10 - 15 yrs,
12929,Peoplesoft Func (HCM BaseBenefits & TrainingAdministration) NO 3rd Pa,No 3rd Party Please,6 - 11 yrs,
12930,EBS Oracle Retail Support,"SAP, lease accounting, fi-la",2 - 3 yrs,
12931,Cyber Security Operations Analyst,"Cyber Security; SMTP, DNS and TCP/IP; GIAC-GCFA, CHFI, CCE, EnCE, CPTC, CPTE, CEH, ECSA, CISSP, CSTA, OSCP, ECSA, CEPT; VPN; Unix/Linux",4 - 5 yrs,
12932,Project Manager,Project Manager,3 - 5 yrs,
12933,Middlware Engineer,"Administration, configuration, J2EE application servers, Middleware, Linux, Windows",10 - 15 yrs,
12934,Database Manager - Oracle,"manager, database",Not Mentioned,
12935,Sr. Interaction Specialist,"Genesys, CME, Interaction Workload Distribution,Mentoring Skills",3 - 5 yrs,
12936,Qlik Sense Technical Lead/Sr Developer,"Qlik Sense,",5 - 10 yrs,
12937,Python Developer,"Python development, Linux, Oracle, Couchbase, MySQL",10 - 15 yrs,
12938,Windows/Directory Services Architect/Engineer,"7 years of Active Directory, Windows 2008/2012, LDAP, Kerberos, Powershell amd Oracle",3 - 5 yrs,
12939,SENIOR SOFTWARE ENGINEER - REMOTE,"REMOTE ANYWHERE IN THE US, 5+ yrs exp C/C++, Unix/Linux/High Availability Products, Java, JavaScript, NETCONF, SNMP, Multi-Threading, BS/CS or MS/CS",10 - 15 yrs,
12940,Applications Analyst,"Quality Assurance, manual tester, ALM, SQL",2 - 7 yrs,
12941,Java Developer,"java, struts, xml, log4j, html, css, javascript, jquery, ajax, angular, ember, backbone",10 - 15 yrs,
12942,Software Quality Assurance Analyst,"software development design and implementation, Quality Assurance methodologies, web protocols, particularly HTML, XML",3 - 5 yrs,
12943,SAP Business Analyst,"SAP ERP, BA skills",3 - 8 yrs,
12944,Consulting - Manager - Risk Advisory Services - Internal Audit,Telecommuting not available Travel not required,6 - 11 yrs,
12945,.Net Developer,"C#, .NET, SQL Server. HTML 5, Angular",10 - 15 yrs,
12946,SDE,"SDE, C#, SQl,Cosmos, Java",3 - 5 yrs,
12947,"Technical Business Objects with Federal Regulatory, Banking and Financial Domain",Technical Business Objects,12 - 15 yrs,
12948,Appian Developer,Appian Developer,10 - 15 yrs,
12949,EUC Analyst,"User management, EUC Suppport",10 - 15 yrs,
12950,Sr. Java Developer,"Java, J2EE, Subversion, Maven, Spring MVC, Linux, SOAP, JMS, REST, Oracle SCRUM/Agile.",3 - 8 yrs,
